Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resources,Productivity_Change,Social_Isolation_Rating,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,Region
24,0,2,6,6,0,43,6,1,2,0,0,1,2,2,4,2,2,3
56,3,3,0,27,2,20,15,1,0,0,0,2,2,1,3,2,2,1
23,2,6,4,26,0,29,9,4,1,1,0,1,2,0,3,2,0,1
28,0,2,5,26,1,26,9,5,2,3,1,0,5,2,4,0,1,0
29,1,4,4,6,2,38,1,1,2,0,0,0,5,2,2,2,1,2
31,1,0,1,24,2,57,11,3,1,1,0,0,2,0,5,1,1,3
27,1,3,0,23,1,58,3,3,2,1,1,2,5,1,4,2,1,2
26,1,2,2,33,2,29,5,4,2,1,0,1,3,1,2,2,1,5
56,0,1,6,20,2,53,3,5,0,1,0,0,2,1,3,1,0,4
37,3,0,5,5,0,41,4,5,0,2,0,0,5,0,1,2,0,1
40,2,2,3,34,2,48,1,4,1,3,1,2,5,2,1,2,1,5
30,2,1,0,25,2,20,15,3,0,1,1,1,1,1,3,0,0,4
36,3,0,2,13,1,44,9,3,1,3,0,2,4,2,1,1,0,0
33,1,6,1,4,1,33,5,5,2,3,0,2,5,0,2,2,0,0
55,0,0,0,2,2,41,9,5,2,1,1,1,3,1,5,1,2,0
39,3,5,5,13,1,30,2,5,2,3,0,1,2,2,4,0,0,1
25,1,2,3,25,2,21,15,3,0,0,1,0,5,2,1,1,1,1
27,0,4,5,29,0,22,8,3,2,3,1,2,4,0,5,1,2,2
54,0,0,4,31,1,32,2,1,0,1,1,1,3,0,4,2,2,3
35,3,0,1,31,0,59,15,5,1,2,0,2,1,2,3,1,0,2
43,2,5,3,17,1,22,14,2,1,3,1,2,4,2,4,0,2,1
52,2,5,5,19,1,50,8,5,2,0,1,2,1,2,5,1,0,3
34,3,3,3,27,1,49,2,1,2,0,0,0,3,0,2,1,2,3
33,1,1,0,6,2,24,12,4,0,0,0,2,3,0,1,2,0,3
47,3,4,6,17,2,49,8,3,0,3,0,1,5,0,4,2,0,0
49,3,5,0,12,0,33,13,4,0,1,1,2,2,2,1,0,2,5
55,2,2,1,16,2,27,11,2,1,2,0,0,3,1,4,0,1,1
32,1,6,6,11,1,29,8,2,1,1,0,1,5,1,3,2,2,4
56,2,0,2,30,2,30,10,4,1,1,1,2,5,2,1,2,2,0
22,1,3,2,25,0,24,8,3,0,3,1,0,2,1,1,2,1,2
42,0,4,6,22,0,35,2,5,2,1,0,1,2,2,2,1,1,3
23,2,2,5,26,0,25,11,1,2,0,1,1,5,0,3,1,0,5
23,0,5,2,34,0,31,12,5,0,0,1,0,5,1,2,1,2,0
40,2,2,6,24,1,57,4,2,1,3,1,2,4,1,3,0,0,5
54,3,1,0,21,2,27,7,2,1,3,0,1,2,0,1,2,1,0
49,1,4,2,29,1,25,7,1,2,2,0,2,4,2,4,2,0,5
58,2,2,6,8,0,47,2,2,2,1,0,0,4,2,3,2,1,2
60,3,3,2,28,0,22,12,5,0,1,0,1,2,0,1,2,2,4
25,0,3,2,22,1,39,13,2,1,3,0,0,3,0,4,2,0,3
53,0,5,4,1,1,47,4,2,1,1,1,0,3,2,2,0,0,1
48,0,2,2,9,2,50,13,2,0,1,0,2,2,1,5,0,0,0
34,2,5,6,17,2,20,12,2,2,2,1,1,3,1,1,2,0,4
39,0,3,5,3,0,42,7,5,2,2,1,2,2,1,2,2,0,4
24,2,5,5,3,2,27,1,5,2,2,1,1,3,0,5,0,0,5
27,2,0,4,28,2,45,15,3,0,2,1,0,3,2,5,1,2,4
23,1,1,5,25,0,28,2,2,0,3,0,1,4,1,4,0,1,5
37,3,2,3,18,2,47,14,1,2,0,0,1,1,0,4,1,0,4
23,1,1,1,1,0,39,0,4,2,3,1,2,2,1,4,2,2,2
36,2,4,1,21,0,37,6,1,0,3,0,1,4,1,5,2,2,0
27,1,3,3,32,0,34,15,1,1,1,1,2,3,2,1,0,1,4
39,1,5,2,26,2,47,4,3,1,1,0,2,4,2,4,0,2,2
51,1,1,6,1,0,24,13,4,2,3,1,0,5,2,1,0,1,2
47,0,1,4,22,0,27,14,2,0,0,1,1,5,2,4,0,2,4
30,3,1,4,29,0,23,4,4,2,3,1,0,5,1,1,0,1,3
47,0,6,1,6,0,52,10,2,1,3,0,2,3,2,5,2,1,3
48,2,5,0,5,2,31,13,3,2,3,1,0,3,2,1,2,1,5
42,0,6,1,5,0,39,2,3,1,3,0,2,3,2,4,1,0,1
51,3,3,0,3,2,54,0,1,2,0,1,0,2,1,5,1,0,1
35,3,0,3,7,0,46,15,1,2,3,0,1,3,1,2,1,1,0
33,0,6,6,9,1,59,0,5,1,2,0,0,1,0,4,2,0,2
54,0,1,4,2,1,32,1,4,1,3,0,2,1,0,5,1,1,5
45,2,3,1,15,0,26,2,4,1,3,1,1,3,1,4,2,0,5
46,3,4,6,8,0,37,3,1,1,2,1,1,4,0,3,1,1,0
59,2,6,5,21,2,59,6,4,2,2,1,1,1,2,5,1,0,0
50,3,1,5,16,2,38,0,1,2,3,1,0,3,2,4,2,0,0
56,0,3,5,15,0,59,7,3,0,0,0,2,1,1,4,0,0,0
26,3,2,1,27,1,37,10,5,1,0,1,2,3,0,4,2,2,3
59,3,1,0,18,1,26,9,2,2,3,0,1,5,0,3,1,0,5
26,0,0,5,6,2,41,11,5,0,1,1,2,1,0,4,0,0,0
47,1,0,4,25,0,56,10,1,1,0,0,1,4,1,2,2,0,1
42,1,5,4,30,1,48,4,2,2,2,1,1,4,2,5,2,2,2
52,3,4,3,11,0,49,0,5,0,0,0,0,3,1,2,0,2,1
59,2,5,0,2,1,47,2,2,1,3,0,2,3,0,3,1,2,5
56,2,0,6,5,1,54,7,4,0,2,1,2,3,2,2,2,1,2
29,0,1,5,19,1,33,5,1,1,2,1,1,2,1,2,2,1,3
54,1,4,3,23,1,59,8,2,0,2,0,2,4,2,4,0,2,5
48,0,1,6,3,0,21,2,1,0,3,1,0,5,1,3,2,2,5
49,3,6,2,29,0,41,5,3,2,0,1,1,2,1,5,2,1,0
47,3,0,6,26,2,33,13,3,1,2,1,0,2,1,2,0,0,4
47,3,4,4,29,1,22,7,5,0,1,0,0,2,1,1,0,0,5
60,1,5,3,13,1,21,2,3,1,2,0,2,1,1,3,2,0,0
46,1,0,3,29,2,29,13,3,1,3,0,1,1,2,1,2,1,2
30,2,5,0,31,1,23,15,2,1,2,0,0,2,0,2,2,1,1
58,2,3,1,1,2,36,10,4,2,1,1,0,1,2,4,1,2,1
57,0,6,1,21,2,29,0,4,0,2,1,0,1,2,3,1,1,4
48,3,0,3,9,2,37,13,3,0,1,1,2,2,2,1,1,2,5
47,3,0,4,5,2,20,14,5,0,3,1,2,3,1,5,0,0,4
25,2,6,2,14,0,55,0,2,0,3,0,1,5,0,3,2,2,0
45,3,3,0,33,1,29,5,3,2,0,0,1,4,1,5,1,1,2
26,0,6,2,3,0,51,0,4,1,3,1,2,2,0,3,0,0,1
50,1,0,6,17,2,45,12,2,2,2,0,2,2,0,5,2,2,4
59,1,4,2,26,2,49,8,2,2,0,0,0,1,1,2,1,0,1
35,0,4,2,24,1,21,2,2,1,0,1,1,3,0,5,2,2,1
44,1,4,1,10,1,40,12,2,0,0,0,2,1,0,1,2,0,4
41,3,1,1,1,0,53,14,1,1,2,0,1,2,0,4,1,1,5
46,1,3,0,12,2,30,4,5,0,2,1,0,3,0,1,1,0,4
27,0,3,5,10,0,54,4,5,0,3,0,1,1,2,2,1,1,1
27,0,1,6,11,0,47,6,5,1,3,0,2,1,1,3,1,1,4
33,3,0,5,21,0,39,11,2,1,2,1,2,4,2,1,2,2,3
35,1,6,4,23,2,20,14,5,0,1,1,1,1,1,4,1,1,4
24,3,3,3,20,1,30,5,3,2,3,1,1,4,2,3,2,0,1
31,0,4,1,16,1,48,15,1,1,0,0,0,3,0,3,1,2,5
39,3,1,6,21,1,29,1,4,0,1,1,1,5,0,4,2,2,2
42,0,1,0,13,0,54,6,4,1,2,0,2,2,1,1,1,2,2
46,0,1,2,11,1,41,13,1,0,2,1,0,3,2,4,1,0,4
48,2,6,4,32,0,47,12,5,1,3,0,1,4,2,1,0,0,1
58,0,4,4,34,0,50,1,2,0,2,1,1,3,2,3,1,2,1
44,1,4,0,2,0,44,9,2,2,2,1,1,4,0,5,0,2,1
53,0,1,4,4,0,30,1,5,0,1,0,2,1,1,2,1,1,0
47,2,3,3,3,1,30,15,5,0,1,0,0,4,1,4,1,0,4
25,0,1,5,1,0,40,1,1,1,1,0,2,3,2,5,2,0,3
32,1,5,0,1,1,47,12,3,2,2,0,0,5,1,5,1,0,0
23,0,6,4,15,2,34,15,4,1,0,0,2,4,2,5,0,2,4
27,2,6,2,9,2,52,2,3,2,3,1,0,3,0,5,2,1,5
45,2,5,6,18,2,25,14,3,2,2,1,2,2,0,2,1,1,4
58,1,3,4,25,2,49,0,1,0,1,0,1,2,1,3,2,1,3
57,0,4,3,10,2,59,2,2,0,1,0,2,2,1,4,2,0,3
25,0,0,6,22,0,60,2,1,1,1,0,2,5,1,5,1,2,4
59,1,6,3,27,2,38,7,2,0,3,1,1,4,2,4,0,0,4
43,3,5,3,13,2,31,1,1,2,0,1,2,1,2,2,2,2,5
56,1,6,1,5,0,48,4,5,1,0,1,0,1,2,3,1,1,2
50,3,5,3,7,2,50,7,1,1,2,1,0,1,2,1,1,2,1
47,2,6,0,24,1,50,7,2,2,2,1,0,4,2,3,2,2,0
47,3,4,4,26,2,46,7,1,1,0,1,0,2,2,5,1,0,0
53,1,6,4,2,1,59,0,5,0,3,1,0,1,2,3,0,0,1
47,1,3,0,8,1,55,9,5,1,0,0,1,5,0,1,2,2,1
45,2,4,4,21,2,38,3,1,1,3,0,1,4,2,3,2,1,3
24,2,0,6,18,1,36,7,4,2,2,1,2,5,1,1,2,2,2
44,3,3,6,19,1,33,2,4,0,3,0,0,2,2,1,2,0,3
55,0,1,3,31,1,31,10,5,0,2,0,2,3,2,5,0,0,1
25,2,4,2,29,0,44,1,5,1,0,0,2,2,2,5,2,0,4
30,2,5,5,25,2,22,10,5,0,0,1,2,2,1,1,1,1,5
35,1,3,2,29,0,32,15,4,2,1,1,1,4,2,3,2,1,2
50,0,4,4,20,0,33,5,3,1,2,1,1,3,1,2,0,2,0
27,1,0,0,8,1,44,11,5,0,3,0,1,1,1,4,0,1,2
34,0,5,5,29,0,57,13,5,2,2,1,0,3,0,5,0,0,4
30,3,0,6,1,2,54,1,3,2,2,0,0,5,2,2,1,2,5
42,1,0,2,7,1,45,4,3,1,3,0,2,2,0,3,0,0,3
52,3,0,2,6,1,48,4,1,2,2,1,0,4,1,1,2,0,5
45,2,0,2,26,2,42,2,4,0,1,0,2,2,2,2,1,0,1
50,1,2,0,16,1,38,11,3,1,3,1,0,1,0,2,2,0,4
54,2,3,3,28,1,59,12,3,0,0,0,1,1,1,2,0,2,0
54,1,5,3,24,1,28,13,4,0,2,1,0,4,1,1,1,1,3
25,3,3,1,30,0,34,8,4,0,3,1,0,2,2,4,0,1,3
54,1,3,4,11,1,29,5,3,2,0,1,1,1,2,2,0,0,5
29,2,4,6,2,0,48,11,3,2,3,0,2,3,0,1,0,1,1
37,1,5,1,1,0,51,5,1,0,1,0,2,2,1,4,1,1,1
56,2,2,1,1,1,37,10,2,1,2,0,1,1,1,2,1,1,4
33,2,0,1,6,0,32,8,5,0,3,1,1,3,0,2,1,2,2
22,1,1,5,14,0,40,3,4,0,2,1,0,3,1,5,2,0,2
53,1,4,4,18,2,25,7,3,0,1,0,2,3,2,5,1,0,5
53,1,5,6,4,2,34,11,4,0,3,0,0,3,1,1,0,0,0
43,1,4,4,18,0,55,11,3,1,3,0,2,4,0,3,0,2,2
53,1,6,1,14,1,22,0,1,2,1,0,2,2,1,5,2,2,5
34,0,6,6,21,0,57,10,3,1,3,0,2,1,2,3,2,0,1
40,3,6,2,6,0,60,0,2,2,3,1,1,4,2,2,2,2,1
33,0,5,0,5,2,40,1,5,0,3,0,1,5,2,4,0,2,1
58,0,5,3,32,2,60,6,5,2,3,1,0,2,0,3,0,1,1
35,2,5,1,22,2,31,10,4,2,0,1,1,5,1,3,2,0,3
27,3,5,0,25,2,55,2,5,1,1,1,2,1,2,5,1,0,2
46,1,1,1,30,1,40,8,4,2,3,1,1,4,1,5,2,0,1
42,3,3,1,16,2,53,12,3,0,0,1,0,4,2,2,0,0,4
36,0,0,5,21,2,34,14,4,1,3,0,0,5,1,5,0,2,0
53,1,6,2,35,1,23,13,3,0,1,1,1,3,1,5,1,1,3
25,1,1,3,28,0,54,15,1,1,1,0,1,2,1,2,1,0,2
32,3,3,1,1,1,29,8,2,2,1,0,2,3,0,4,1,1,0
59,2,4,4,29,1,40,9,5,0,1,0,1,2,1,5,0,2,3
26,0,3,6,13,2,22,1,3,1,3,0,2,4,1,4,2,1,0
40,2,4,6,13,0,22,14,3,2,0,0,1,4,0,1,0,0,3
38,1,2,2,6,0,48,8,4,0,1,0,0,1,0,4,2,1,5
23,2,1,1,27,1,22,6,1,0,3,1,0,4,1,3,1,1,2
49,3,3,1,7,0,28,10,3,0,2,1,1,1,2,4,1,1,1
26,0,4,6,8,2,43,7,1,2,2,1,0,4,1,5,2,2,1
46,2,1,1,1,1,49,5,5,1,1,1,0,5,1,4,0,2,5
51,0,2,4,4,2,20,10,2,1,2,1,0,3,1,1,2,0,2
58,1,5,2,33,1,24,1,5,1,3,1,0,5,0,5,2,2,5
49,2,0,0,33,2,24,2,1,1,3,0,1,5,2,4,2,1,5
51,2,2,4,5,0,47,2,3,1,0,1,0,5,0,2,2,0,2
43,3,6,3,1,1,30,13,2,1,2,0,1,3,0,5,0,2,3
38,1,3,1,15,0,50,4,4,2,3,1,0,5,1,1,2,0,1
58,2,4,6,6,0,34,9,4,2,3,1,1,2,0,5,1,2,1
43,1,1,3,29,2,55,7,2,1,0,1,2,4,2,4,2,1,2
52,0,3,2,12,2,55,14,5,1,1,1,2,2,2,5,0,2,2
35,1,2,6,16,0,45,12,3,1,0,0,1,1,0,2,0,2,4
52,0,6,1,19,0,20,3,2,1,1,0,0,2,1,4,2,2,2
23,0,0,1,34,2,59,12,3,0,1,1,0,4,1,1,1,1,2
36,3,0,1,27,2,32,10,5,1,0,0,0,3,0,3,2,2,4
31,1,3,5,15,0,25,7,5,2,0,1,1,4,0,3,2,0,4
43,0,3,3,18,1,30,15,2,0,3,1,2,4,0,1,2,0,0
54,0,0,5,11,1,33,10,3,0,3,0,0,5,0,2,1,2,5
53,1,4,4,18,2,58,13,5,0,1,1,1,3,1,4,1,1,2
30,2,2,1,16,2,55,12,4,1,1,1,2,4,1,1,2,0,2
51,3,5,6,29,0,58,2,5,2,3,1,2,3,2,3,1,1,1
58,0,4,0,25,0,34,4,4,0,2,0,2,4,0,1,0,0,2
51,0,2,1,21,0,36,15,4,0,0,1,0,1,1,3,0,1,5
32,2,2,3,8,0,42,2,3,1,1,0,0,5,1,5,1,2,0
55,2,4,6,2,1,22,15,4,1,0,1,0,1,1,2,2,2,5
36,3,0,2,33,1,52,3,4,1,2,1,0,4,0,5,0,1,0
31,2,2,2,27,0,53,6,5,2,3,1,1,3,0,1,2,1,3
27,3,1,0,27,1,37,11,3,2,2,1,0,5,0,1,0,0,3
31,3,1,5,29,0,55,4,2,0,2,0,0,2,1,1,2,0,0
40,1,6,0,12,2,42,4,1,2,3,0,0,5,2,4,1,1,2
28,3,4,1,33,0,55,4,3,1,0,1,2,3,0,2,2,0,5
58,2,2,5,24,1,42,13,5,0,3,1,2,5,0,4,0,1,5
53,2,2,5,6,1,39,10,4,0,1,0,0,2,0,3,0,2,4
34,1,5,4,21,1,54,3,2,2,3,0,2,3,2,5,2,0,2
47,3,1,2,15,0,28,0,4,2,2,0,2,1,1,1,1,0,4
41,2,6,1,27,0,44,13,4,0,0,0,1,2,2,5,0,2,2
48,1,1,3,20,0,36,11,2,0,1,0,0,1,2,1,2,0,2
22,3,0,5,30,2,20,15,4,0,1,1,1,1,1,5,0,2,3
30,1,3,5,34,0,42,15,2,2,0,1,2,2,1,2,0,2,2
42,3,4,1,24,2,24,1,1,1,3,0,1,2,2,5,1,0,5
34,1,0,2,2,1,48,7,3,0,1,1,0,2,1,5,0,2,1
34,3,6,1,10,1,30,13,4,0,3,0,2,1,1,4,2,2,4
41,0,0,5,24,0,27,5,1,0,2,0,0,2,1,3,0,0,2
41,1,3,4,11,1,24,5,2,0,3,1,1,4,2,3,0,0,5
27,3,5,0,17,2,42,0,5,0,0,1,2,2,0,2,1,2,3
27,2,5,1,24,2,53,10,4,2,1,1,2,2,0,3,1,1,1
22,0,3,6,9,1,34,14,4,1,2,1,1,5,2,4,2,2,0
27,0,0,6,4,0,42,7,1,0,2,1,2,2,0,1,2,1,3
25,2,1,5,3,1,25,3,1,1,1,1,0,1,2,3,2,2,5
46,3,2,4,6,1,30,15,5,0,2,0,1,2,1,4,2,0,1
30,2,6,3,16,1,27,9,2,1,2,1,0,3,2,5,2,1,1
38,2,6,6,26,1,27,15,1,0,1,1,2,3,0,3,1,0,2
41,3,6,5,3,1,56,5,2,1,0,0,2,1,0,2,0,2,4
46,0,4,6,20,0,30,14,3,2,2,1,0,5,2,4,0,2,2
58,3,6,0,31,0,40,1,4,1,3,1,2,4,0,2,2,1,3
57,3,3,6,17,1,57,13,3,0,3,1,2,2,2,5,1,2,4
35,2,0,6,28,2,46,10,1,0,2,0,1,1,2,5,2,0,0
30,0,1,4,21,2,38,15,5,2,0,1,0,4,2,2,2,2,4
42,0,3,0,3,1,47,5,1,0,2,0,2,5,2,4,1,1,0
57,0,4,3,13,2,22,8,3,2,0,0,1,2,2,1,2,1,3
40,2,6,5,4,0,34,8,4,0,1,1,0,3,2,4,1,0,4
33,0,1,3,35,1,46,2,5,0,3,0,1,2,0,5,0,1,4
31,3,1,0,19,0,28,0,3,1,1,0,2,2,1,1,0,1,5
54,2,2,5,27,0,35,1,5,0,2,1,1,5,0,4,1,1,5
25,1,5,6,35,1,23,14,3,1,1,1,0,1,1,1,1,1,0
46,1,4,1,32,0,36,7,4,2,2,0,2,3,1,3,1,2,3
44,3,4,6,30,1,45,10,5,0,1,1,2,1,0,3,1,1,4
25,3,6,6,17,2,39,9,1,2,0,0,2,2,2,2,2,0,4
29,2,5,2,28,1,55,7,1,0,0,0,2,4,2,2,1,0,5
43,1,0,2,4,2,26,5,4,0,0,1,2,3,2,4,0,2,2
30,0,2,4,34,2,51,6,1,1,0,0,2,1,1,3,2,1,4
24,2,1,3,13,2,20,4,5,0,3,1,1,1,1,2,1,1,2
32,2,0,2,18,2,46,12,5,1,0,1,2,4,2,1,0,2,4
32,1,5,4,10,0,31,0,1,1,2,0,1,4,1,1,2,2,0
52,1,3,4,5,0,56,11,1,1,1,1,2,2,2,5,2,0,2
28,3,6,2,30,1,52,10,3,2,2,1,0,5,2,1,2,2,3
25,1,3,3,35,0,53,14,2,1,1,0,1,5,1,4,0,2,3
45,1,4,6,3,1,30,0,5,0,0,0,0,1,1,5,0,2,4
46,1,4,5,22,0,56,13,5,1,0,1,2,4,0,4,1,1,2
58,3,1,3,34,0,20,15,3,0,0,1,1,5,0,5,0,2,4
46,3,2,4,33,2,52,10,4,2,0,0,1,4,0,1,1,2,4
32,2,3,1,4,1,38,5,5,2,1,1,0,1,0,2,2,2,5
46,2,0,4,21,2,36,10,2,0,2,1,0,1,0,4,0,1,5
45,0,5,2,1,0,25,9,4,0,0,1,0,4,0,2,2,0,5
33,2,5,2,30,1,46,8,4,0,1,1,1,4,2,4,2,1,3
47,0,1,0,28,1,42,8,5,1,1,0,2,3,0,5,0,0,3
23,2,2,2,26,2,32,9,5,2,3,0,1,4,1,4,2,0,4
55,1,5,5,34,1,34,8,1,1,0,0,2,3,1,2,2,2,2
24,1,4,3,5,2,35,1,5,0,2,0,0,5,2,1,1,1,5
33,1,5,3,24,0,27,13,3,1,1,1,2,4,2,4,0,2,1
22,0,4,1,27,1,43,7,5,2,1,1,2,3,0,2,2,1,2
33,3,1,4,16,1,27,1,3,2,0,1,1,5,2,3,0,1,1
48,2,3,2,13,0,31,8,4,1,0,0,0,5,2,1,0,1,1
35,1,4,2,25,0,20,2,3,2,3,1,1,5,2,3,2,0,5
26,3,0,6,24,1,44,4,2,1,3,0,0,5,1,3,1,0,4
60,3,6,6,12,2,59,2,3,1,3,0,1,1,0,4,2,1,0
23,0,1,4,19,0,53,3,3,0,2,0,0,5,1,3,2,0,4
45,2,2,0,25,0,56,11,4,0,1,1,2,3,2,1,1,2,4
46,0,3,4,24,0,37,6,1,1,3,0,1,2,0,4,2,2,5
24,1,5,1,31,2,59,1,1,2,3,1,2,5,1,1,0,0,3
48,2,5,2,2,0,41,13,1,1,2,1,0,2,0,1,2,0,1
55,1,3,6,31,1,32,0,4,0,3,0,1,2,2,3,1,2,5
36,3,0,6,28,0,38,7,5,0,3,0,2,5,0,5,0,0,1
39,3,3,0,4,0,42,15,5,0,3,1,1,5,0,2,1,0,5
24,1,2,3,10,1,45,7,1,2,3,1,0,5,0,4,0,0,4
48,0,3,5,26,2,36,4,3,1,3,0,2,3,0,4,1,0,1
52,1,1,6,17,2,28,10,3,0,3,0,0,4,1,5,2,2,4
36,2,4,0,33,2,23,7,1,0,3,0,2,3,0,1,2,2,0
57,1,3,0,17,1,40,11,5,0,3,1,0,3,0,3,0,1,3
27,0,4,6,16,1,40,11,1,1,0,1,1,3,1,1,1,2,5
31,2,1,2,31,0,24,5,3,0,1,0,1,1,1,4,0,2,4
49,0,4,2,34,0,21,0,3,2,0,0,2,4,2,5,2,0,5
60,3,3,3,2,0,34,3,2,2,1,1,1,5,1,2,2,1,3
52,0,2,0,4,2,41,10,4,1,1,0,2,2,2,4,1,2,0
27,1,1,0,35,1,23,15,5,1,0,1,2,2,0,5,0,1,3
55,0,4,0,20,0,47,15,5,2,1,0,2,3,0,3,2,2,5
33,2,5,1,28,0,45,14,2,0,3,1,0,1,0,1,1,0,3
49,3,6,3,6,1,44,0,2,1,1,0,0,5,0,5,1,0,2
32,2,0,0,9,0,50,5,3,0,3,0,1,4,1,2,1,2,5
23,2,0,4,32,0,36,11,2,0,3,0,2,1,0,1,1,1,4
35,0,3,0,10,2,32,8,1,1,0,1,1,1,2,3,2,0,0
53,2,0,0,19,0,38,9,5,1,1,0,0,1,0,3,2,2,3
37,0,4,5,27,2,24,5,1,0,0,0,1,5,1,1,1,2,1
50,2,3,4,23,1,26,1,4,2,1,1,2,1,1,1,1,2,5
50,3,3,0,13,1,48,14,4,2,3,1,2,4,0,3,0,0,5
50,0,0,0,18,2,56,2,5,0,2,0,0,5,0,2,0,2,4
54,1,6,4,27,2,38,12,3,0,3,1,2,3,2,5,0,2,3
47,1,0,3,26,1,47,6,1,1,3,0,1,2,2,3,1,0,5
30,3,3,0,29,2,51,13,3,0,2,1,2,2,0,1,2,0,0
22,2,2,5,14,1,39,15,2,0,0,0,2,3,1,1,1,2,0
31,2,1,5,22,2,52,6,4,1,2,0,2,3,2,4,2,2,1
33,1,5,6,33,2,46,0,2,2,1,1,2,2,2,1,0,1,2
22,0,4,1,30,2,20,10,1,1,0,1,1,2,1,1,0,0,4
38,1,6,3,22,2,23,13,1,0,3,1,0,1,0,3,2,2,4
38,0,0,4,21,0,39,0,3,2,0,0,0,1,0,4,0,1,4
36,1,0,6,19,1,29,9,5,1,0,1,1,2,2,4,2,0,1
47,0,6,0,7,1,49,8,2,2,2,1,0,1,0,5,2,1,5
37,2,1,1,26,2,27,7,1,2,0,1,1,4,0,5,0,1,5
38,2,6,4,16,0,27,7,4,1,1,0,0,2,1,2,1,1,0
39,2,6,0,3,1,26,8,3,2,0,0,2,4,2,1,1,2,4
29,0,6,4,11,0,39,12,1,0,2,1,0,4,1,2,0,0,4
38,3,1,5,26,1,55,2,5,2,1,1,1,1,2,2,0,1,0
40,2,1,0,3,2,59,7,5,1,1,1,2,3,0,2,2,0,1
31,3,5,4,24,0,49,9,4,1,0,1,0,5,0,3,0,1,3
33,2,3,2,11,0,38,8,5,2,1,1,0,3,2,4,2,2,5
50,0,3,5,16,2,26,0,4,1,3,0,2,4,0,4,1,1,3
59,2,3,4,3,2,31,2,2,0,2,1,0,1,2,2,0,2,4
42,1,5,2,21,2,26,6,4,1,0,1,0,2,0,1,2,0,1
29,2,3,5,1,0,32,9,2,2,1,0,0,1,1,2,0,0,3
26,1,1,4,7,0,33,4,4,1,3,0,2,1,2,5,1,0,3
47,0,3,4,34,1,44,6,1,1,1,1,2,1,1,5,2,1,1
40,1,1,5,12,0,37,5,4,0,0,1,2,4,0,4,0,1,5
57,1,0,2,12,0,20,1,5,2,0,0,1,4,0,4,0,2,2
56,3,0,1,9,2,34,7,5,1,1,1,0,3,0,2,0,1,1
28,3,1,1,19,2,35,15,3,1,3,0,1,4,2,3,0,0,4
52,1,0,0,33,0,55,2,3,0,0,0,2,5,2,4,1,2,3
40,0,6,0,9,1,22,3,2,0,0,1,2,4,0,3,2,2,0
46,0,6,0,26,2,41,6,5,1,0,1,1,4,2,3,1,1,1
53,2,2,4,6,1,41,2,5,1,0,1,0,5,1,1,0,1,5
39,0,2,3,13,0,48,13,5,0,1,1,0,1,0,3,1,0,3
51,0,2,2,4,0,56,9,5,0,3,1,0,2,0,1,2,2,2
48,1,6,0,33,0,45,0,5,0,3,1,2,1,2,2,2,0,1
47,0,3,3,30,2,53,2,4,1,0,1,2,3,2,1,0,1,2
25,2,0,1,3,0,28,2,2,1,1,0,2,1,1,5,2,2,3
34,2,6,4,21,2,32,6,2,0,1,1,1,2,1,5,1,2,5
32,1,4,2,24,0,55,14,4,1,3,1,1,3,2,5,2,1,4
22,2,3,1,24,0,48,1,2,0,0,0,1,5,1,5,0,0,5
47,1,6,3,30,1,57,10,5,0,1,0,0,4,0,1,0,0,3
52,1,5,6,17,1,37,10,2,2,3,0,2,3,0,1,2,1,3
55,0,4,6,30,2,56,9,2,1,2,0,0,3,2,3,0,0,3
60,0,6,0,21,0,23,14,1,2,3,1,2,2,1,5,1,2,1
52,1,5,1,29,0,49,2,4,1,1,1,2,1,2,2,2,2,0
33,3,4,3,29,2,25,15,1,2,1,1,1,1,1,4,0,1,3
30,0,5,6,1,2,33,6,2,0,3,0,0,1,0,3,0,1,2
50,2,4,0,1,1,31,2,3,2,2,1,1,2,1,2,0,2,1
28,0,4,2,12,0,54,3,4,2,0,1,2,5,1,3,1,1,0
32,0,1,1,7,0,57,8,4,1,3,0,2,5,2,1,0,0,0
31,0,2,3,28,1,42,1,3,2,3,1,1,3,2,5,1,0,1
60,1,2,1,27,0,49,2,5,1,3,1,2,1,0,5,0,0,0
23,1,3,5,11,0,33,7,4,0,0,0,1,3,0,1,0,1,1
24,3,6,5,11,2,47,8,2,0,3,1,1,1,1,5,1,2,2
44,0,2,4,34,1,56,7,5,0,1,1,2,3,1,1,2,2,1
49,2,3,3,32,2,25,3,5,2,3,1,1,2,1,3,2,2,4
28,0,6,2,16,2,36,3,1,2,0,0,0,5,1,1,1,2,3
22,1,4,4,3,2,26,3,3,0,1,1,0,4,0,3,1,0,4
48,2,2,5,16,2,56,10,1,2,3,1,1,1,2,5,0,1,2
56,0,0,1,11,1,54,15,5,0,0,0,0,3,0,4,2,0,3
54,0,3,4,8,0,46,3,5,0,0,1,0,5,1,4,0,0,4
49,1,1,4,3,2,36,10,5,1,3,1,1,1,0,2,2,1,2
27,3,4,6,26,0,45,3,2,1,2,1,2,2,1,2,0,2,2
31,0,5,3,6,2,36,9,4,0,0,1,0,1,0,1,0,1,3
